Nume,Pret vanzare (cu promotie),Descriere,Stoc numeric,Link produs,Imagine (principala),Categorie,Brand
Rochie Frances neagra cu pene si manusi,1755.0,"Rochie frances neagra cu pene si manusi.- stil elegant, pentru un eveniment special- croi conic, mulat- bust accesorizat cu pene- manusi detasabile- bordura de pene- slit la spate- inchidere la spate cu fermoar ascuns- realizata din stofa barbie  instructiuni de utilizare:1. îmbracati rochia cu grija, asigurându-va ca nu exista obiecte aspre sau taioase care ar putea deteriora penele.2. evitati aplicarea parfumurilor, lotiunilor sau altor produse cosmetice care contin alcool direct pe rochie.3. ",1,https://ejolie.ro/product/rochie-frances-alba-cu-pene-si-manusi-10054,https://ejolie.ro/continut/produse/10054/1000/rochie-frances-neagra-cu-pene-si-manusi_89688.webp,Rochii de seara,Trendya
Rochie Frances alba cu pene si manusi,1755.0,"Rochie frances alba cu pene si manusi- stil elegant, pentru un eveniment special- croi conic, mulat- bust accesorizat cu pene- manusi detasabile- bordura de pene- slit la spate- inchidere la spate cu fermoar ascuns- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-frances-alba-cu-pene-si-manusi-10051,https://ejolie.ro/continut/produse/10051/1000/rochie-frances-alba-cu-pene-si-manusi_89678.webp,Rochii de seara,Trendya
Pantaloni Tessa verzi,112.13,"Pantaloni tessa verzi- stil casual, office, elegant- croi conic- buzunare laterale- inchidere frontala cu fermoar ascuns si nasture- talie cu betelie si bridemodelul poarta masura 38 si are dimensiunile: 94cm bust, 70cm talie, 98cm sold, 165cm inaltime.",1,https://ejolie.ro/product/pantaloni-tessa-verzi,https://ejolie.ro/continut/produse/9991/1000/pantaloni-tessa-verzi_89382.webp,Pantaloni,Trendya
Pantaloni Adelia cu imprimeu,59.98,"Pantaloni adelia cu imprimeu- stil casual, office, elegant- pantaloni cu talie inalta, croi lejer- au buzunare laterale- se incheie cu fermoar, in fata*cureaua a fost folosita pentru styling si nu insoteste produsul.  modelul este conceput si realizat in romania",1,https://ejolie.ro/product/pantaloni-adelia-negri-9974,https://ejolie.ro/continut/produse/9974/1000/pantaloni-adelia-cu-imprimeu_89293.webp,Outlet,Trendya
Camasa Ezghi kaki,77.76,"Camasa ezghi kaki      - stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-neagra-9791,https://ejolie.ro/continut/produse/9791/1000/camasa-ezghi-kaki_88014.webp,Bluze | Camasi,Trendya
Rochie Glory neagra cu dungi,129.6,"Rochie glory neagra cu dungi  - stil casual- croi drept- decolteu rotund, la baza gatului- maneci lungi cu manseta neagra- se leaga pe talie cu cordon detasabil- realizata din voal imprimat- are captuseala",1,https://ejolie.ro/product/rochie-glory-gri-cu-buline-9782,https://ejolie.ro/continut/produse/9782/1000/rochie-glory-neagra-cu-dungi_87891.webp,Outlet,Trendya
Rochie Charlotte verde cu imprimeu,539.0,"Rochie charlotte verde cu imprimeu- stil elegant, pentru un eveniment special- inchidere frontala cu nasturi si funda maxi- maneci 3/4, bufante- cordon integrat- fusta in clos cu rijelina la baza- este captusita- realizata din voal organza",1,https://ejolie.ro/product/rochie-charlotte-verde-cu-imprimeu,https://ejolie.ro/continut/produse/9780/1000/rochie-charlotte-verde-cu-imprimeu_87899.webp,Rochii de ocazie,Trendya
Rochie Lolita bordo cu imprimeu,391.5,Rochie lolita bordo cu imprimeu- stil casual- croi in clos- maneci 3/4 cu manseta- talie cu cordon integrat- fusta plisata- guler inalt- realizata din crep si tesatura satinata- are jupa,1,https://ejolie.ro/product/rochie-lolita-bordo-cu-imprimeu,https://ejolie.ro/continut/produse/9774/1000/rochie-lolita-bordo-cu-imprimeu_87923.webp,Rochii de Zi,Trendya
Rochie Zasha portocalie,351.0,"Rochie zasha portocalie  - stil casual- croi in clos- maneci lungi cu terminatie elastica- talie elastica marcata cu cordon detasabil- decolteu petrecut, in v- realizata din voal - are jupa",1,https://ejolie.ro/product/rochie-zasha-bleumarin-9767,https://ejolie.ro/continut/produse/9767/1000/rochie-zasha-portocalie_87893.webp,Rochii de Zi,Trendya
Rochie Zasha bleumarin,351.0,"Rochie zasha bleumarin - stil casual- croi in clos- maneci lungi cu terminatie elastica- talie elastica marcata cu cordon detasabil- decolteu petrecut, in v- realizata din voal - are jupa",1,https://ejolie.ro/product/rochie-zasha-bleumarin-cu-imprimeu-9766,https://ejolie.ro/continut/produse/9766/1000/rochie-zasha-bleumarin_87890.webp,Rochii de Zi,Trendya
Bluza Zhavia verde inchis,162.5,"Bluza zhavia verde inchis       este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer, satinata- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoftmodelul poarta masura 36 si are dimensiunile: 88cm bust, 60cm talie, 90cm sold, 172cm inaltime.",1,https://ejolie.ro/product/bluza-zhavia-bordo-9745,https://ejolie.ro/continut/produse/9745/1000/bluza-zhavia-verde-inchis_88022.webp,Bluze | Camasi,Trendya
Bluza Ranya bleumarin cu dungi albe,75.6,"Bluza ranya bleumarin cu dungi albe      - stil office, casual, elegant- croi cambrat- maneci lungi, cu manseta lata- guler inalt- decupaj la baza gatului- cordon lung pe talie- realizata din voal- este captusitamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-ranya-alba-cu-dungi-negre-9742,https://ejolie.ro/continut/produse/9742/1000/bluza-ranya-bleumarin-cu-dungi-albe_88028.webp,Bluze | Camasi,Trendya
Bluza Eva bleumarin cu imprimeu crem,84.5,"Bluza eva bleumarin cu imprimeu crem      - bluza in stil elegant, office, casual- maneci lungi, bufante- croi lejer- guler pe gat- realizata din voal supersoftcompozitie: 90% poliester, 10% elastanmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-eva-bordo-cu-imprimeu-9740,https://ejolie.ro/continut/produse/9740/1000/bluza-eva-bleumarin-cu-imprimeu-crem_88032.webp,Bluze | Camasi,Trendya
Bluza Eva portocalie cu imprimeu,84.5,"Bluza eva portocalie cu imprimeu      - bluza in stil elegant, office, casual- maneci lungi, bufante- croi lejer- guler pe gat- realizata din voal supersoftcompozitie: 90% poliester, 10% elastanmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-eva-bordo-cu-imprimeu-9738,https://ejolie.ro/continut/produse/9738/1000/bluza-eva-portocalie-cu-imprimeu_88036.webp,Bluze | Camasi,Trendya
Bluza Naty caramizie,149.4,"Bluza naty caramizie          - stil office, elegant- maneci lungi, bufante, cu manseta lata- pliuri frontale- inchidere la spate cu nasturi- esarfa detasabila la baza gatului- realizata din tesatura satinatamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-naty-neagra-9737,https://ejolie.ro/continut/produse/9737/1000/bluza-naty-caramizie_88112.webp,Bluze | Camasi,Trendya
Bluza Naty neagra,199.2,"Bluza naty neagra        - stil office, elegant- maneci lungi, bufante, cu manseta lata- pliuri frontale- inchidere la spate cu nasturi- esarfa detasabila la baza gatului- realizata din tesatura satinatamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-naty-argintie-9736,https://ejolie.ro/continut/produse/9736/1000/bluza-naty-neagra_88110.webp,Bluze | Camasi,Trendya
Bluza Ranya alba cu dungi negre,75.6,"Bluza ranya alba cu dungi negre    - stil office, casual, elegant- croi cambrat- maneci lungi, cu manseta lata- guler inalt- decupaj la baza gatului- cordon lung pe talie- realizata din voal- este captusitamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-ranya-cu-dungi-roz-si-bleumarin-9735,https://ejolie.ro/continut/produse/9735/1000/bluza-ranya-alba-cu-dungi-negre_88040.webp,Bluze | Camasi,Trendya
Bluza Olya alba,119.4,"Bluza olya alba  - stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal cu imprimeumodelul poarta masura 36 si are dimensiunile: 88cm bust, 60cm talie, 90cm sold, 172cm inaltime.",1,https://ejolie.ro/product/bluza-olya-corai-9734,https://ejolie.ro/continut/produse/9734/1000/bluza-olya-alba_88042.webp,Bluze | Camasi,Trendya
Bluza Zhavia gri,81.25,"Bluza zhavia gri       este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer, satinata- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoftmodelul poarta masura 36 si are dimensiunile: 88cm bust, 60cm talie, 90cm sold, 172cm inaltime.",1,https://ejolie.ro/product/bluza-zhavia-bordo-9733,https://ejolie.ro/continut/produse/9733/1000/bluza-zhavia-gri_88044.webp,Bluze | Camasi,Trendya
Camasa Ezghi bleu,77.76,"Camasa ezghi bleu      - stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-portocalie-9729,https://ejolie.ro/continut/produse/9729/1000/camasa-ezghi-bleu_88050.webp,Bluze | Camasi,Trendya
Camasa Ezghi portocalie,77.76,"Camasa ezghi portocalie    - stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-bordo-9728,https://ejolie.ro/continut/produse/9728/1000/camasa-ezghi-portocalie_88052.webp,Bluze | Camasi,Trendya
Camasa Ezghi bordo,77.76,"Camasa ezghi bordo  - stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-crem-9727,https://ejolie.ro/continut/produse/9727/1000/camasa-ezghi-bordo_88054.webp,Bluze | Camasi,Trendya
Bluza Zhavia bordo,162.5,"Bluza zhavia bordo     este realizata pentru o tinuta eleganta, office - are maneci lungi, bufante, incretite la mansete - este o bluza cu croi lejer, satinata- are gulerul incretit si se incheie la spate, la baza gatului, cu doi nasturi- realizata din voal matasos, supersoftmodelul poarta masura 36 si are dimensiunile: 88cm bust, 60cm talie, 90cm sold, 172cm inaltime.",1,https://ejolie.ro/product/bluza-zhavia-verde-9725,https://ejolie.ro/continut/produse/9725/1000/bluza-zhavia-bordo_88058.webp,Bluze | Camasi,Trendya
Bluza Sandy galben mustar,74.8,"Bluza sandy galben mustar    - stil elegant, office, casual- maneci lungi, usor bufante, cu umeri cazuti- croi cambrat pe talie- decolteu la baza gatului- corset cu siret pe talie- realizata din crepmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-sandy-rosie-9722,https://ejolie.ro/continut/produse/9722/1000/bluza-sandy-galben-mustar_88064.webp,Bluze | Camasi,Trendya
Bluza Eva cu imprimeu caramiziu,84.5,"Bluza eva cu imprimeu caramiziu    - bluza in stil elegant, office, casual- maneci lungi, bufante- croi lejer- guler pe gat- realizata din voal supersoftcompozitie: 90% poliester, 10% elastanmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-eva-bleumarin-cu-imprimeu-albastru-9721,https://ejolie.ro/continut/produse/9721/1000/bluza-eva-cu-imprimeu-caramiziu_88066.webp,Bluze | Camasi,Trendya
Bluza Ranya cu dungi roz si bleumarin,75.6,"Bluza ranya cu dungi roz si bleumarin  - stil office, casual, elegant- croi cambrat- maneci lungi, cu manseta lata- guler inalt- decupaj la baza gatului- cordon lung pe talie- realizata din voal- este captusitamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-ranya-cu-dungi-colorate-9719,https://ejolie.ro/continut/produse/9719/1000/bluza-ranya-cu-dungi-roz-si-bleumarin_88070.webp,Bluze | Camasi,Trendya
Bluza Olya corai,119.4,"Bluza olya corai- stil casual, office, elegant- croi lejer- maneci lungi- mansete incretite cu volanas si fundita- guler incretit- pliuri frontale si decupaj- realizata din voal supersoftmodelul poarta masura 36 si are dimensiunile: 90cm bust, 66cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-olya-pastel-cu-imprimeu-9718,https://ejolie.ro/continut/produse/9718/1000/bluza-olya-corai_88072.webp,Bluze | Camasi,Trendya
Bluza Sandy rosie,74.8,"Bluza sandy rosie  - stil elegant, office, casual- maneci lungi, usor bufante, cu umeri cazuti- croi cambrat pe talie- decolteu la baza gatului- corset cu siret pe talie- realizata din crepmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-sandy-crem-9717,https://ejolie.ro/continut/produse/9717/1000/bluza-sandy-rosie_88074.webp,Bluze | Camasi,Trendya
Bluza Naty crem aurie,199.2,"Bluza naty crem aurie  - stil office, elegant- maneci lungi, bufante, cu manseta lata- pliuri frontale- inchidere la spate cu nasturi- esarfa detasabila la baza gatului- realizata din tesatura satinatamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-naty-roz-9716,https://ejolie.ro/continut/produse/9716/1000/bluza-naty-crem-aurie_88076.webp,Bluze | Camasi,Trendya
Camasa Ezghi crem,77.76,"Camasa ezghi crem- stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-corai-9715,https://ejolie.ro/continut/produse/9715/1000/camasa-ezghi-crem_88078.webp,Bluze | Camasi,Trendya
Bluza Sandy crem,74.8,"Bluza sandy roz fucsia- stil elegant, office, casual- maneci lungi, usor bufante, cu umeri cazuti- croi cambrat pe talie- decolteu la baza gatului- corset cu siret pe talie- realizata din crepmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-sandy-roz-fucsia-9714,https://ejolie.ro/continut/produse/9714/1000/bluza-sandy-crem_88080.webp,Bluze | Camasi,Trendya
Camasa Ezghi corai,77.76,"Camasa ezghi corai- stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-alba-9713,https://ejolie.ro/continut/produse/9713/1000/camasa-ezghi-corai_88082.webp,Bluze | Camasi,Trendya
Bluza Eva bleumarin cu imprimeu albastru,84.5,"Bluza eva bleumarin cu imprimeu albastru  - bluza in stil elegant, office, casual- maneci lungi, bufante- croi lejer- guler pe gat- realizata din voal supersoftcompozitie: 90% poliester, 10% elastanmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-eva-bleumarin-cu-imprimeu-mov-si-verde-9712,https://ejolie.ro/continut/produse/9712/1000/bluza-eva-bleumarin-cu-imprimeu-albastru_88084.webp,Bluze | Camasi,Trendya
Bluza Ranya cu dungi colorate,75.6,"Bluza ranya cu dungi colorate- stil office, casual, elegant- croi cambrat- maneci lungi, cu manseta lata- guler inalt- decupaj la baza gatului- cordon lung pe talie- realizata din voal- este captusitamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-ranya-cu-dungi-colorate,https://ejolie.ro/continut/produse/9711/1000/bluza-ranya-cu-dungi-colorate_88086.webp,Bluze | Camasi,Trendya
Camasa Ezghi alba,77.76,"Camasa ezghi alba- stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-fucsia-9710,https://ejolie.ro/continut/produse/9710/1000/camasa-ezghi-alba_88090.webp,Bluze | Camasi,Trendya
Camasa Ezghi fucsia,77.76,"Camasa ezghi fucsia- stil office, casual- maneci lungi, umeri marcati- inchidere frontala cu nasturi - detalii frontale tip corset- realizata din poplinmodelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime",1,https://ejolie.ro/product/camasa-ezghi-fucsia,https://ejolie.ro/continut/produse/9709/1000/camasa-ezghi-fucsia_88092.webp,Bluze | Camasi,Trendya
Bluza Eva bleumarin cu imprimeu mov si verde,84.5,"Bluza eva bleumarin cu imprimeu mov si verde- bluza in stil elegant, office, casual- maneci lungi, bufante- croi lejer- guler pe gat- realizata din voal supersoftcompozitie: 90% poliester, 10% elastanmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-eva-bleumarin-cu-imprimeu-mov-si-verde,https://ejolie.ro/continut/produse/9707/1000/bluza-eva-bleumarin-cu-imprimeu-mov-si-verde_88096.webp,Bluze | Camasi,Trendya
Bluza Naty roz,149.4,"Bluza naty roz- stil office, elegant- maneci lungi, bufante, cu manseta lata- pliuri frontale- inchidere la spate cu nasturi- esarfa detasabila la baza gatului- realizata din tesatura satinatamodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-naty-roz,https://ejolie.ro/continut/produse/9704/1000/bluza-naty-roz_88102.webp,Bluze | Camasi,Trendya
Bluza Sandy roz prafuit,74.8,"Bluza sandy roz prafuit  - stil elegant, office, casual- maneci lungi, usor bufante, cu umeri cazuti- croi cambrat pe talie- decolteu la baza gatului- corset cu siret pe talie- realizata din crepmodelul poarta masura 36 si are dimensiunile: 90cm bust, 65cm talie, 94cm sold, 175cm inaltime.",1,https://ejolie.ro/product/bluza-sandy-roz-fucsia-9703,https://ejolie.ro/continut/produse/9703/1000/bluza-sandy-roz-prafuit_88104.webp,Bluze | Camasi,Trendya
Bluza Larina verde,64.98,"Bluza larina verde- stil elegant, casual- croi drept- maneci scurte- umeri maxi, buretati- decolteu in v- guler rever pe o parte- realizata din tesatura satinata",1,https://ejolie.ro/product/bluza-larina-verde,https://ejolie.ro/continut/produse/9692/1000/bluza-larina-verde_87337.webp,Bluze | Camasi,Trendya
Camasa Zeny corai,54.98,"Camasa zeny corai- stil casual, office- croi usor cambrat- decolteu in v, la baza gatului, cu rever- fara maneci- buzunare frontale aplicate- epoleti cu nasturi aplicati pe umeri- inchidere frontala cu nasturi- realizata din poplin",1,https://ejolie.ro/product/camasa-zeny-corai,https://ejolie.ro/continut/produse/9690/1000/camasa-zeny-corai_87327.webp,Bluze | Camasi,Trendya
Bluza Natasha cu imprimeu divers,64.98,"Bluza natasha cu imprimeu divers- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-cu-imprimeu,https://ejolie.ro/continut/produse/9689/1000/bluza-natasha-cu-imprimeu-divers_87324.webp,Bluze | Camasi,Trendya
Camasa Zeny crem,54.98,"Camasa zeny crem- stil casual, office- croi usor cambrat- decolteu in v, la baza gatului, cu rever- fara maneci- buzunare frontale aplicate- epoleti cu nasturi aplicati pe umeri- inchidere frontala cu nasturi- realizata din poplin",1,https://ejolie.ro/product/camasa-zeny-crem,https://ejolie.ro/continut/produse/9687/1000/camasa-zeny-crem_87314.webp,Bluze | Camasi,Trendya
Camasa Zeny kaki,54.98,"Camasa zeny kaki- stil casual, office- croi usor cambrat- decolteu in v, la baza gatului, cu rever- fara maneci- buzunare frontale aplicate- epoleti cu nasturi aplicati pe umeri- inchidere frontala cu nasturi- realizata din poplin",1,https://ejolie.ro/product/camasa-zeny-kaki,https://ejolie.ro/continut/produse/9686/1000/camasa-zeny-kaki_87309.webp,Bluze | Camasi,Trendya
Bluza Natasha cu imprimeu portocaliu,64.98,"Bluza natasha cu imprimeu portocaliu- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-cu-imprimeu-portocaliu,https://ejolie.ro/continut/produse/9683/1000/bluza-natasha-cu-imprimeu-portocaliu_87295.webp,Bluze | Camasi,Trendya
Bluza Antonia aurie,59.98,"Bluza antonia aurie- stil casual, elegant- croi clasic- fara maneci- pliuri in zona umerilor- decolteu in v- realizata din tesatura satinata",1,https://ejolie.ro/product/bluza-antonia-aurie,https://ejolie.ro/continut/produse/9682/1000/bluza-antonia-aurie_87290.webp,Bluze | Camasi,Trendya
Bluza Natasha alba cu imprimeu,64.98,"Bluza natasha alba cu imprimeu- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-alba-cu-imprimeu,https://ejolie.ro/continut/produse/9679/1000/bluza-natasha-alba-cu-imprimeu_87275.webp,Bluze | Camasi,Trendya
Bluza Natasha bleumarin cu imprimeu lila,64.98,"Bluza natasha bleumarin cu imprimeu lila- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-cu-imprimeu-bleumarin-si-roz-9676,https://ejolie.ro/continut/produse/9676/1000/bluza-natasha-bleumarin-cu-imprimeu-lila_87260.webp,Bluze | Camasi,Trendya
Bluza Larina crem aurie,64.98,"Bluza larina crem aurie- stil elegant, casual- croi drept- maneci scurte- umeri maxi, buretati- decolteu in v- guler rever pe o parte- realizata din tesatura satinata",1,https://ejolie.ro/product/bluza-larina-crem-aurie,https://ejolie.ro/continut/produse/9675/1000/bluza-larina-crem-aurie_87254.webp,Bluze | Camasi,Trendya
Bluza Natasha roz,64.98,"Bluza natasha roz- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-roz,https://ejolie.ro/continut/produse/9673/1000/bluza-natasha-roz_87244.webp,Bluze | Camasi,Trendya
Bluza Natasha bleumarin cu fluturi,64.98,"Bluza natasha bleumarin cu fluturi- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-bleumarin-cu-fluturi,https://ejolie.ro/continut/produse/9669/1000/bluza-natasha-bleumarin-cu-fluturi_87219.webp,Bluze | Camasi,Trendya
Bluza Natasha cu imprimeu geometric colorat,64.98,"Bluza natasha cu imprimeu geometric colorat- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-cu-imprimeu-geometric-colorat,https://ejolie.ro/continut/produse/9668/1000/bluza-natasha-cu-imprimeu-geometric-colorat_87214.webp,Bluze | Camasi,Trendya
Bluza Natasha bleumarin cu dungi,64.98,"Bluza natasha bleumarin cu dungi- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-bleumarin-cu-dungi,https://ejolie.ro/continut/produse/9667/1000/bluza-natasha-bleumarin-cu-dungi_87209.webp,Bluze | Camasi,Trendya
Bluza Natasha bleumarin cu imprimeu bordo,64.98,"Bluza natasha bleumarin cu imprimeu bordo- stil casual, elegant- decolteu rotund, la baza gatului- umeri buretati- fara maneci- pliuri pe un umar- fronseu lateral- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-natasha-bleumarin-cu-imprimeu-bordo,https://ejolie.ro/continut/produse/9665/1000/bluza-natasha-bleumarin-cu-imprimeu-bordo_87201.webp,Bluze | Camasi,Trendya
Rochie Aretia cu imprimeu corai,287.5,"Rochie aretia cu imprimeu corai- stil casual, office- croi in a- decolteu rotund- maneci scurte, bufante- inchidere la spate cu fermoar ascuns- necaptusita- realizata din tesatura satinata",1,https://ejolie.ro/product/rochie-aretia-cu-imprimeu-corai,https://ejolie.ro/continut/produse/9663/1000/rochie-aretia-cu-imprimeu-corai_87192.webp,Rochii de Zi,Trendya
Rochie Aretia cu imprimeu mov,287.5,"Rochie aretia cu imprimeu corai- stil casual, office- croi in a- decolteu rotund- maneci scurte, bufante- inchidere la spate cu fermoar ascuns- necaptusita- realizata din tesatura satinata",1,https://ejolie.ro/product/rochie-aretia-cu-imprimeu-mov,https://ejolie.ro/continut/produse/9662/1000/rochie-aretia-cu-imprimeu-mov_87190.webp,Rochii de Zi,Trendya
Bluza Giana portocalie,63.6,"Bluza giana portocalie- stil casual elegant- decolteu in v, cu guler intors- fara maneci- aspect parte peste parte- realizata din tesatura satinata",1,https://ejolie.ro/product/bluza-giana-portocalie,https://ejolie.ro/continut/produse/9648/1000/bluza-giana-portocalie_83293.webp,Bluze | Camasi,Trendya
Bluza Marly portocalie,98.5,"Bluza marly portocalie- stil casual, office- croi drept- guler inalt, ce se leaga cu fundita, la baza gatului- maneci scurte- realizata din voal",1,https://ejolie.ro/product/bluza-marly-portocalie,https://ejolie.ro/continut/produse/9647/1000/bluza-marly-portocalie_83295.webp,Bluze | Camasi,Trendya
Bluza Giana mov,63.6,"Bluza giana mov- stil casual elegant- decolteu in v, cu guler intors- fara maneci- aspect parte peste parte- realizata din tesatura satinata",1,https://ejolie.ro/product/bluza-giana-mov,https://ejolie.ro/continut/produse/9645/1000/bluza-giana-mov_83299.webp,Bluze | Camasi,Trendya
Rochie Iris verde,437.0,"Rochie iris verde- stil elegant- croi in clos- decolteu rotund la baza gatului- fara maneci- funda maxi pe umar- cordon integrat pe talie- rijelina la baza- fermoar ascuns la spate- captusita- realizata din voal cu insertii*a se calca la temperatura scazuta, fara abur.modelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime.",1,https://ejolie.ro/product/rochie-iris-verde-9594,https://ejolie.ro/continut/produse/9594/1000/rochie-iris-verde_83423.webp,Rochii de ocazie,Trendya
Rochie Iris fucsia,437.0,"Rochie iris fucsia- stil elegant- croi in clos- decolteu rotund la baza gatului- fara maneci- funda maxi pe umar- cordon integrat pe talie- rijelina la baza- fermoar ascuns la spate- captusita- realizata din voal cu insertii*a se calca la temperatura scazuta, fara abur.  modelul poarta masura 36 si are dimensiunile: 90cm bust, 64cm talie, 94cm sold, 175 cm inaltime.",1,https://ejolie.ro/product/rochie-iris-fucsia,https://ejolie.ro/continut/produse/9593/1000/rochie-iris-fucsia_83426.webp,Rochii de ocazie,Trendya
